url,content
https://lu.ma/h6b4e0eh,"Title: OpenAI: New Tools for AI Agents
Hosts: Bayram Annakov
Date and Time: Tuesday, March 18 at 4:30 PM - 5:30 PM
Location: PingPong Room, Floor 13
Description: ​Join us for an engaging meetup where we'll delve into OpenAI's latest announcement of tools designed to build AI agents. Following our previous sessions on AI Agents – State of the Union, this event will adopt a practical approach. Bayram will demonstrate how he has utilized these new tools to develop specific AI agents aimed at automating sales processes.​In their recent announcement, OpenAI introduced several key tools:​-Responses API: A new API primitive that combines the simplicity of Chat Completions with the tool-use capabilities of the Assistants API, enabling developers to build agents that can perform complex tasks using multiple tools and model turns.​- Built-in Tools:​-Web Search:Allows agents to retrieve real-time information from the web, enhancing their ability to provide up-to-date responses.​-File Search: Enables agents to access and search through large volumes of documents, useful for tasks like customer support or legal assistance.​-Computer Use: Empowers agents to perform tasks on a user's behalf, such as navigating websites or executing commands, using OpenAI's Operator model.​-Agents SDK: A toolkit that helps developers orchestrate single-agent and multi-agent workflows, simplifying the management and coordination of complex tasks.​These tools streamline core agent logic, orchestration, and interactions, making it significantly easier for developers to build useful and reliable agents. Over the coming weeks and months, OpenAI plans to release additional tools and capabilities to further simplify and accelerate the development of agentic applications on their platform.
Attendees: 12 Going"
https://lu.ma/atmw935s,"Title: Vipassana meditation (30m)
Hosts: Andronik
Date and Time: Tuesday, March 18 at 8:30 PM - 9:00 PM
Location: VIP Room 8, 13th Floor
Description: ​A gentle introduction to Vipassana meditation. We will try to meditate for 30mins.
Attendees: 1 Going"
https://lu.ma/ieqimo8n,"Title: Exclusive Session with CUDIS Founder (the 1st AI Crypto Consumer Wearable)
Hosts: Taras YavorskyyIvan MaltsevLina IlashchukNetwork School
Date and Time: Wednesday, March 19 at 1:00 PM - 2:00 PM GMT+8
Location: TBA
Description: ​Join us for an exclusive conversation with the visionary founder behind CUDIS, the pioneering AI-powered crypto wearable built on Solana, revolutionizing personal data ownership and empowering decentralized science (DeSci) and AI agents.​✨Why Attend?​Discover the secret behind CUDIS's recognition by leading industry figures like Anthony Scaramucci, Toly (Solana), Raj (Solana), and Bryan Johnson.​Learn about high-profile brand collaborations including UCLA, Lamborghini, Roger Dubuis, Magic Eden, Bonk, Worldcoin, and VitaDAO.​Explore the journey that attracted global media attention from Fortune, Coindesk, The Block, Vogue, TechCrunch, and more.​👥Community Strength:​Over 15,000 active Ring users​A thriving community of 100,000+ members​The dedicated and passionate CUDISIAN 300s​🏅Rewards & Opportunities:​Discover how early adopters received exclusive EDAMAME NFTs valued at 2 SOL each.​Insights into the successful Vitality Challenge (100+ SOL rewards distributed).​Explore future opportunities, including massive in-app raffles with prize pools exceeding 1 million.​Don't miss your chance to connect, ask questions, and network directly with the innovator shaping the intersection of wearable tech, blockchain, and AI.​Secure your spot today! Spaces are limited! 💍🔥https://x.com/CudisWellnesshttps://www.cudis.xyz/join?code=SCDPK
Attendees: 50 Going"
https://lu.ma/u9k7v21w,"Title: Flight from 0 to exit
Hosts: Bayram Annakov
Date and Time: Wednesday, March 19 at 3:00 PM - 4:30 PM
Location: PingPong Room, Floor 13
Description: ​Hey everyone! I’m hosting a casual meetup to share the behind-the-scenes story of how my team and I grew App in the Air from zero users to exit. I want to pull back the curtain on all the not-so-glamorous moments—those frantic all-nighters, the constant pivoting, and the tough decisions that never make it into the glossy “startup success” headlines.​We’ll dive into what went right (and definitely what went wrong), focusing on real lessons learned rather than just the highlight reel. Think topics like choosing what to build for a first MVP, talking to customers who might not even know they need your product yet, and wearing more hats than you ever thought possible.​Come ready to swap stories, ask questions, and maybe walk away with a new perspective on your own projects. Looking forward to connecting and hearing your own war stories as well. See you there!
Attendees: 14 Going"
https://lu.ma/ibmh50ia,"Title: Atomic Scaling:  Entrepreneurship 101 - #3 Build The Traffic
Hosts: JohnNetwork SchoolLudovicBodin
Date and Time: Wednesday, March 19 at 4:30 PM - 6:00 PM
Location: Library
Description: ​Only registered participants in Atomic Scaling: Entrepreneurship Bootcamp can attend​3rd floor of south tower, the library
Attendees: 3 Going"
https://lu.ma/a2adw6o0,"Title: Comedy Improv
Hosts: Christopher SmithNetwork SchoolJoe Mattia
Date and Time: Wednesday, March 19 at 7:00 PM - 9:00 PM GMT+8
Location: Ping pong Room
Description: ​Ready to unleash your inner comedian? Join us for a hilarious evening of comedy improvisation!​We'll explore the principles of comedy improv, begin with simple games and build up into more complex games. No scripts, no rehearsals—just pure, unpredictable fun!​Whether you're a seasoned improv pro or a curious newbie, swing by the Ping Pong Room and prepare to laugh, play, and embrace the wonderfully wacky world of improv comedy. See you there!
Attendees: 2 Going"
https://lu.ma/dz7d6lmd,"Title: Vipassana meditation (30m)
Hosts: Andronik
Date and Time: Wednesday, March 19 at 8:30 PM - 9:00 PM
Location: VIP Room 8, 13th Floor
Description: ​A gentle introduction to Vipassana meditation. We will try to meditate for 30mins.
Attendees: 1 Going"
https://lu.ma/qdrgoebd,"Title: Guest Speaker: Parag Khanna
Hosts: Jackson
Date and Time: Thursday, March 20 at 12:00 PM - 1:00 PM
Location: Network SchoolJalan Forest City 5, Pulau Satu 8, 81550 Gelang Patah, Johor Darul Ta'zim, Malaysia
Description: ​Parag Khanna is Founder & CEO of AlphaGeo. He is the international bestselling author of seven books, has traveled to more than 150 countries, and holds a PhD from the LSE.​https://arc.net/l/quote/xoqeqsas
Attendees: Unknown attendance"
https://lu.ma/ob8jntzc,"Title: Design Your Life Workshop with Bill Burnett and Mark Wee
Hosts: Jackson
Date and Time: Thursday, March 20 at 1:00 PM - 2:30 PM
Location: Network SchoolJalan Forest City 5, Pulau Satu 8, 81550 Gelang Patah, Johor Darul Ta'zim, Malaysia
Description: ​Bill Burnett is the Executive Director of the Design Program at Stanford and author of the NYT best seller ""Designing Your Life.""​He and cofounder/coauthor Mark Wee will join for a lecture followed by an exercise to help you design your life.
Attendees: Unknown attendance"
https://lu.ma/8rfpd7um,"Title: Lucas Maddy - Acoustic
Hosts: Lucas MaddyNetwork School
Date and Time: Thursday, March 20 at 7:30 PM - 8:30 PM
Location: Ping Pong Room
Description: ​songs & stories
Attendees: 32 Going"
https://lu.ma/7rmbo8um,"Title: Vipassana meditation (30m)
Hosts: Andronik
Date and Time: Thursday, March 20 at 8:30 PM - 9:00 PM
Location: VIP Room 8, 13th Floor
Description: ​A gentle introduction to Vipassana meditation. We will try to meditate for 30mins.
Attendees: 1 Going"
https://lu.ma/fhngaxc1,"Title: Farcaster hands-on session
Hosts: EdenTeyaNetwork SchoolDAMIAN KUTHOORE
Date and Time: Friday, March 21 at 1:00 PM - 3:00 PM
Location: pingpong, hotel lv 13
Description: ​After collecting a list of ideas for Farcasterhere, we'll do a hands-on session to build something together.​Add yourself to the Discord thread to prepare:​https://discord.com/channels/900827411917201418/1347423859330256968​Everyone is welcome to come watch, learn, and chat!
Attendees: 10 Going"
https://lu.ma/2i12c4ns,"Title: Unlocking China: Part 3 - Politics
Hosts: Sam Lei
Date and Time: Friday, March 21 at 4:30 PM - 6:00 PM
Location: Network SchoolJalan Forest City 5, Pulau Satu 8, 81550 Gelang Patah, Johor Darul Ta'zim, Malaysia
Description: ​Hey everyone! Sam here!👋 Welcome to our part 3 of our 4-part series on China—a country with a past as rich as its ambitions for the future. From ancient philosophies and revolutionary politics to cutting-edge tech and global trade, China’s story is as complex as it is influential.​​There’s a lot of noise and half-truths out there about China. My goal with this series is to cut through the confusion and dive into what really drives this nation. We’ll be exploring four key themes—history, culture, politics, and economics—to get a clear view of what’s happening behind the headlines.​​Here’s a sneak peek at what we’ll cover:​​📜History: How We Got Here​​Opium War to End of Civil War:From gunboats and opium to revolutions and warlords—how a ""Century of Humiliation"" set the stage for modern China.​​Civil War to Reform and Opening:Mao vs. Chiang, the birth of the PRC, and how Deng Xiaoping pressed ‘reset’ on everything.​​Reform and Opening to Made in China 2025:From ""to get rich is glorious"" to leading the world in AI and EVs—China’s economic speedrun explained.​​📚Culture: The Roots and Realities​​The BIG Philosophies:Confucianism, Communism, and Pragmatism—how these ideologies weave together to shape Chinese political and social thought.​​Chinese Business Culture:Guanxi, Face, and the High-Context, Low-Trust Society—decoding the unwritten rules that can make or break deals in China.​​Modern Youth Culture:From internet slang and Bilibili to cultural erosion and the battle for identity—how China’s younger generations are reshaping and challenging tradition.​​🏛Politics: Who Runs the Show and How​​Deng Xiaoping's 1992 Southern Tour, Lee Kuan Yew and Singapore:How a train ride and a city-state influenced China’s economic miracle. 🚄​​State, Party, and Utopia:How China’s unique governance system works and what makes it tick—no cold war clichés, promise.​​Parallel Universes?:Breaking down the Chinese state organs and their U.S. counterparts—who’s the Congress and who’s the Supreme Court in China’s world?​​Beijing’s Long-Term Vision:From common prosperity to technological self-reliance—how China’s leadership is planning decades ahead to reshape the nation’s future. 🌏​​📊Economics: The Engine Behind the Dragon​​Central Planning and State Capitalism:How China blends market mechanisms with state control to drive growth and maintain stability—deciphering the role of SOEs, Five-Year Plans, and the “visible hand” of Beijing.​​Debt, Real Estate, and Shadow Banking:Breaking down China’s economic Achilles' heel—how debt-fueled growth and the property sector’s risks impact both domestic stability and global markets.​​Belt and Road and Beyond:Understanding China’s global economic strategy—how infrastructure investments, trade agreements (like RCEP), and institutions (like AIIB) aim to reshape the world order.​​So, if you’re ready to move past the headlines and really understand what makes China tick—without getting lost in translation—stick around. This is going to be one fascinating journey!​​Let’s get started! 🚀
Attendees: 7 Going"
https://lu.ma/lakbkswc,"Title: Atomic Scaling:  Entrepreneurship 101 - #4 Q/A & Get Unstuck
Hosts: JohnNetwork SchoolLudovicBodin
Date and Time: Friday, March 21 at 4:30 PM - 6:00 PM
Location: Library
Description: ​​Only registered participants in Atomic Scaling: Entrepreneurship Bootcamp can attend​​3rd floor of south tower in library
Attendees: Unknown attendance"
https://lu.ma/2z20i100,"Title: 🔥 GET READY FOR THE ULTIMATE PAINTBALL BATTLE! 🔥
Hosts: SHAHROUZ MORTEZAEI
Date and Time: Friday, March 21 at 7:00 PM - 9:00 PM
Location: X Park Sunway IskandarJalan Medini Selatan 2 Medini Zone F, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor Darul Ta'zim, Malaysia
Description: ​Gear up, warriors! The battlefield is set, and the adrenaline is about to explode! 🎯💥​Join us for anEPIC paintball showdownwhere strategy, speed, and splashes of color will decide the champions. Whether you’re a sharpshooter or a stealthy sniper, this is your moment to dominate! 💪Team up. Take cover. Unleash mayhem.​📅Date:March 21st at 7:00pm (Meet in Lobby)📍Location:Dynamic Paintball Johore​🌐https://dynamicpaintballjohor.weebly.com/
Attendees: 6 Going"
https://lu.ma/0m7wws6g,"Title: Vipassana meditation (30m)
Hosts: Andronik
Date and Time: Friday, March 21 at 8:30 PM - 9:00 PM
Location: VIP Room 8, 13th Floor
Description: ​A gentle introduction to Vipassana meditation. We will try to meditate for 30mins.
Attendees: 1 Going"
https://lu.ma/ga81e5q0,"Title: AI video Hackathon
Hosts: Violeta M. ValchevaNetwork SchoolBoonsri
Date and Time: Monday, March 24 at 2:00 PM - Mar 27, 4:00 PM
Location: co-working space
Description: ​Hi lovely NSpals,I would love to invite you all to participate in this fun AI video hackathon event. Prior to this I will organize a workshop for those who would like to learn about work processes, different tools etc.ProgramSTART:24.03//15:00 - 15:45:Explanation of the rules, criteria's & structure (they will be added in the discord also)📍Co-working space, stay around after Balaji's talkKick-off: 16:00hEND:27.03 // 16:00💫Closing screening: We will screen the works in the co-working space (around 20:00 ish, exact hour will be determined then), expect popcorn, proper tunes afterwards, friendly hang out and artsy vibes. ✨Theme: TBA on the day.​🚀Hands-on collaborationwith other NS members & AI tools for video generation, editing, and animation.🎬Rapid prototypingof AI-assisted storytelling, music videos, reels, short documentaries and experimental films (you choose what you wish to create, around the theme)✨Goal: Have fun together, create and learn. The main requirement is that you use AI in some way or form (it can be fully produced with AI or use AI elements in special effects etc., you can also film things also around the island, with others)🫂Teamscan be formed (and it is very much encouraged), but you can also work on your own.I will be there to assist/mentor, both from a technical and creative perspective. - more structural info on the day.👩🏻‍⚖️Judges: we will have independent judges that will evaluate the work, based on originality, innovative usage of the tools and experimentations.🏆Prize: The winning team walks away withNucleus DNA tests.​By any questions, feel free to talk to me directly or contact me on Discord (@viomarin.eth).Cheers,Vio ✨
Attendees: 12 Going"
https://lu.ma/ln3sceuo,"Title: NS Book Club
Hosts: Network School
Date and Time: Tuesday, March 25 at 4:00 PM - 6:00 PM
Location: NS Cafe
Description: ​The first week's curriculum is three books on self-improvement.​Atomic Habits is James Clear’s guide to programming yourself to get good habits.​The Navalmanack is my friend Naval’s guide to building wealth and happiness.​And Tools of Titans is Tim Ferriss’s collection of heuristics from successful people.​See the full reading list atns.com/learn.
Attendees: Unknown attendance"
https://lu.ma/veceocxj,"Title: Startup Societies: Open Conversation (#3)
Hosts: Tanner GesekNetwork School
Date and Time: Wednesday, March 26 at 2:00 PM - 3:00 PM
Location: ping pong room
Description: ​​Come talk about startup societies! This is the 3rd recurring open conversation on all things startup societies, so bring topics, questions, ideas—so we can keep chatting about what creating and scaling new societies means. (Join #startupsocieties in Discord too, in the meantime! :)
Attendees: 1 Going"
https://lu.ma/plqgiy75,"Title: Atomic Scaling:  Entrepreneurship 101 - #5 Ending Ceremony
Hosts: JohnLudovicBodinNetwork School
Date and Time: Wednesday, March 26 at 4:30 PM - 6:00 PM
Location: Library
Description: ​Only registered participants in Atomic Scaling: Entrepreneurship Bootcamp can attend​​​3rd floor of south tower in library
Attendees: 2 Going"
https://lu.ma/c6qdmup2,"Title: Comedy Improv
Hosts: Christopher SmithNetwork SchoolJoe Mattia
Date and Time: Wednesday, March 26 at 7:00 PM - 9:00 PM GMT+8
Location: Ping pong Room
Description: ​Ready to unleash your inner comedian? Join us for a hilarious evening of comedy improvisation!​We'll explore the principles of comedy improv, begin with simple games and build up into more complex games. No scripts, no rehearsals—just pure, unpredictable fun!​Whether you're a seasoned improv pro or a curious newbie, swing by the Ping Pong Room and prepare to laugh, play, and embrace the wonderfully wacky world of improv comedy. See you there!
Attendees: 2 Going"
https://lu.ma/o9fvy5g4,"Title: NS Funlympics (TBD)
Hosts: 0xStefOtavio
Date and Time: Thursday, March 27 at 2:00 PM - 5:00 PM
Location: Around the hotel
Description: ​NS Funlympics is an outrageous twists on classic sports, think One-hand Volleyball, Spoon-size paddle Kayak, Wrong-hand Ping Pong, and a wild Bucket Relay. This isn’t your typical sport competition, it’s a an original, laugh-out-loud, sweat-dripping showdown where creativity meets competition.​Bring your A-game, rally your crew, and embrace the madness as you break new records. Welcome to the ultimate test of agility, camaraderie, and pure, unfiltered adrenaline.
Attendees: 6 Going"
https://lu.ma/6fcoebi2,"Title: Unlocking China - Part 4: Economics
Hosts: Sam Lei
Date and Time: Friday, March 28 at 4:30 PM - 6:00 PM
Location: Network SchoolJalan Forest City 5, Pulau Satu 8, 81550 Gelang Patah, Johor Darul Ta'zim, Malaysia
Description: ​Hey everyone! Sam here!👋 Welcome to the final part of our 4-part series on China—a country with a past as rich as its ambitions for the future. From ancient philosophies and revolutionary politics to cutting-edge tech and global trade, China’s story is as complex as it is influential.​​There’s a lot of noise and half-truths out there about China. My goal with this series is to cut through the confusion and dive into what really drives this nation. We’ll be exploring four key themes—history, culture, politics, and economics—to get a clear view of what’s happening behind the headlines.​​Here’s a sneak peek at what we’ll cover:​​📜History: How We Got Here​​Opium War to End of Civil War:From gunboats and opium to revolutions and warlords—how a ""Century of Humiliation"" set the stage for modern China.​​Civil War to Reform and Opening:Mao vs. Chiang, the birth of the PRC, and how Deng Xiaoping pressed ‘reset’ on everything.​​Reform and Opening to Made in China 2025:From ""to get rich is glorious"" to leading the world in AI and EVs—China’s economic speedrun explained.​​📚Culture: The Roots and Realities​​The BIG Philosophies:Confucianism, Communism, and Pragmatism—how these ideologies weave together to shape Chinese political and social thought.​​Chinese Business Culture:Guanxi, Face, and the High-Context, Low-Trust Society—decoding the unwritten rules that can make or break deals in China.​​Modern Youth Culture:From internet slang and Bilibili to cultural erosion and the battle for identity—how China’s younger generations are reshaping and challenging tradition.​​🏛Politics: Who Runs the Show and How​​Deng Xiaoping's 1992 Southern Tour, Lee Kuan Yew and Singapore:How a train ride and a city-state influenced China’s economic miracle. 🚄​​State, Party, and Utopia:How China’s unique governance system works and what makes it tick—no cold war clichés, promise.​​Parallel Universes?:Breaking down the Chinese state organs and their U.S. counterparts—who’s the Congress and who’s the Supreme Court in China’s world?​​Beijing’s Long-Term Vision:From common prosperity to technological self-reliance—how China’s leadership is planning decades ahead to reshape the nation’s future. 🌏​​📊Economics: The Engine Behind the Dragon​​Central Planning and State Capitalism:How China blends market mechanisms with state control to drive growth and maintain stability—deciphering the role of SOEs, Five-Year Plans, and the “visible hand” of Beijing.​​Debt, Real Estate, and Shadow Banking:Breaking down China’s economic Achilles' heel—how debt-fueled growth and the property sector’s risks impact both domestic stability and global markets.​​Belt and Road and Beyond:Understanding China’s global economic strategy—how infrastructure investments, trade agreements (like RCEP), and institutions (like AIIB) aim to reshape the world order.​​So, if you’re ready to move past the headlines and really understand what makes China tick—without getting lost in translation—stick around. This is going to be one fascinating journey!​​Let’s get started! 🚀
Attendees: 5 Going"
https://lu.ma/nfp5nky6,"Title: NS Book Club
Hosts: Network School
Date and Time: Tuesday, April 1 at 4:00 PM - 6:00 PM
Location: NS Cafe
Description: ​The first week's curriculum is three books on self-improvement.​Atomic Habits is James Clear’s guide to programming yourself to get good habits.​The Navalmanack is my friend Naval’s guide to building wealth and happiness.​And Tools of Titans is Tim Ferriss’s collection of heuristics from successful people.​See the full reading list atns.com/learn.
Attendees: Unknown attendance"
